,@cant_adj,@desc_articulo,@desc_color,@desc_detalle_variante,@desc_marca,@id_articulo,@id_color,@id_compra,@id_detalle_variante,@id_marca,@id_moneda,@id_unidad,@id_variante,@medida_presentacion,@medida_variante,@nombre_comercial,@nro_doc_prov,@nro_item,@precio_tot_imp,@precio_unit,@presentacion,@tipo_doc_prov,@unidad,@unidad_medida_presentacion,@unidad_medida_variante,@variante,key_id,@variacion
2939,1.00,SERVICIO DE AMBULANCIA ESPECIALIZADA FUERA DE LA CIUDAD,,,,31290,,729072,,,0,22,23464|1|1,-----,HOSPITAL URGENTE,COLECTIVO MEDICO ROCHENSE I.A.M.P.P.,150112370015,1,70070,63700.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
2940,2.00,CABLE FLEXIBLE MULTIFILAR CON CUBIERTA DE CAUCHO SINTETICO,,,,9215,,728078,,,0,14,19606|12|9929,100,1 X 1,FIERRO VIGNOLI S A FIVISA,210000400017,2,949.15999999999997,389.0000,ROLLO,R,M,M,MM2,NRO.CONDUCTORES POR SECCION,1.0,MARCA CABLINUR - COLOR CELESTE
2941,2.00,CABLE FLEXIBLE MULTIFILAR CON CUBIERTA DE CAUCHO SINTETICO,ROJO,,,9215,28,728078,,,0,14,19606|12|9929,100,1 X 1,FIERRO VIGNOLI S A FIVISA,210000400017,1,949.15999999999997,389.0000,ROLLO,R,M,M,MM2,NRO.CONDUCTORES POR SECCION,2.0,MARCA CABLINUR
2942,2.00,CABLE CONDUCTOR SUPERPLASTICO PARA DESCARGA A TIERRA,VERDE/AMARILLO,,,12265,133,728078,,,0,14,182|12|9929,100,2,SUDEL SOCIEDAD ANONIMA,210263730018,5,1801.0899999999999,738.1500,ROLLO,R,M,M,MM2,SECCION,3.0,MARCA CABLINUR
2943,2.00,CABLE FLEXIBLE MULTIFILAR CON CUBIERTA DE CAUCHO SINTETICO,ROJO,,,9215,28,728078,,,0,14,15753|12|9929,100,1 X 2,SUDEL SOCIEDAD ANONIMA,210263730018,3,1801.0899999999999,738.1500,ROLLO,R,M,M,MM2,NRO.CONDUCTORES POR SECCION,4.0,MARCA CABLINUR
2944,2.00,CABLE FLEXIBLE MULTIFILAR CON CUBIERTA DE CAUCHO SINTETICO,,,,9215,,728078,,,0,14,15753|12|9929,100,1 X 2,SUDEL SOCIEDAD ANONIMA,210263730018,4,1801.0899999999999,738.1500,ROLLO,R,M,M,MM2,NRO.CONDUCTORES POR SECCION,5.0,MARCA CABLINUR - COLOR CELESTE
2945,5.00,REPUESTO Y/O ACCESORIO PARA MONITOR/ CARDIODESFIBRILADOR,,DEFIBTECH,-----,62153,,725336,259005,842,0,22,51646|1|1,-----,ELECTRODO DESCARTABLE,NG IMPORT URUGUAY LTDA,070234280019,1,20740,3400.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,Opcion 1)
2946,5.00,REPUESTO Y/O ACCESORIO PARA MONITOR/ CARDIODESFIBRILADOR,,DEFIBTECH,-----,62153,,725336,259005,842,0,22,51646|1|1,-----,ELECTRODO DESCARTABLE,NG IMPORT URUGUAY LTDA,070234280019,1,62342,10220.0000,-----,R,UNIDAD,-----,-----,TIPO,2.0,Opcion 2)
2947,1.00,CEPA DE MICROORGANISMOS ATCC,,,,5074,,729082,,,1,22,17779|215|1,-----,E.COLI,BIOTEN SRL,217166920018,1,292.80000000000001,240.0000,TUBO,R,UNIDAD,UNIDAD,-----,MICROORGANISMO,1.0,
2948,1.00,CEPA DE MICROORGANISMOS ATCC,,,,5074,,729082,,,1,22,64294|1|1,-----,S. EPIDERMIDIS 12228,BIOTEN SRL,217166920018,2,250.09999999999999,205.0000,-----,R,UNIDAD,-----,-----,MICROORGANISMO,2.0,
2949,30.00,TRAMETINIB ( COMPRIMIDOS),,MEKINIST,SCIENZA URUGUAY,75236,,728888,258355,1386,0,243,182|172|2929,30,2,MURRY S A,214843360014,1,162437.10000000001,4825.8200,BLISTER,R,COMPRIMIDO (CM),COMPRIMIDO,MG,CONCENTRACION,1.0,
2950,196.00,DABRAFENIB (COMPRIMIDOS),,TAFINLAR,SCIENZA URUGUAY,75237,,728888,258356,1386,0,186,4929|172|2729,28,50,MURRY S A,214843360014,2,255999.56,1164.1000,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,2.0,
2951,3.00,DISPENSADOR MECANICO DE JABON LIQUIDO,,,,6848,,728602,,,0,22,19045|1|1,-----,ACERO INOXIDABLE,MONTECUIR S.A.,214133240013,1,2614.6999999999998,714.4000,-----,R,UNIDAD,-----,-----,TIPO,1.0,MODELO OK-175A
2952,2.00,AUDIOPROTESIS (AUDIFONO),,,,46080,,721589,,,0,22,53114|1|1,-----,RETROAURICULAR DIGITAL,AUDICAL S.R.L.,213518030010,1,62000,28181.8182,-----,R,UNIDAD,-----,-----,TIPO,1.0,
2953,1.00,REPARACION DE EQUIPO DE AIRE ACONDICIONADO,,,,1111,,729078,,,0,22,23784|1|1,-----,36000,BICLIMA SRL,216526000014,1,9760,8000.0000,-----,R,UNIDAD,-----,BTU / H,POTENCIA,1.0,
2954,270.00,PIRFENIDONA (COMPRIMIDOS),,ESBRIET,ROCHE,72422,,728855,256549,746,0,243,97501|172|17149,270,267,ROCHE INTERNATIONAL LTD,210101830017,1,62063.32,204.8700,BLISTER,R,COMPRIMIDO (CM),COMPRIMIDO,MG,CONCENTRACION,1.0,
2955,2.00,LAVADO DE VEHICULO,,,,4892,,729088,,,0,219,17047|1|1,-----,AUTOMOVIL,LETIDAN SOCIEDAD ANONIMA,213029140018,1,50000.480000000003,20492.0000,-----,R,MENSUAL,-----,-----,TIPO DE VEHICULO,1.0,
2956,150.00,CAFE INSTANTANEO,,,,14007,,729091,,,0,22,1|137|182,2,-----,PLERTYS S A,215313880019,1,3531.9200000000001,21.4056,SOBRE,R,UNIDAD,G,-----,-----,1.0,
2957,10.00,CAFE,,,,157,,728235,,,0,11,20576|8|85,1,GLASEADO,ARANIL S.A.,213673710011,1,2255,205.0000,ENVASE,R,KG,KG,-----,TIPO,1.0,Opción nº1
2958,21.00,LENALIDOMIDA (COMPRIMIDOS),,MYELENZ,GRAMON BAGO,65246,,728539,260274,102,0,186,473|172|2029,21,5,GRAMON BAGO DE URUGUAY S A,210140630015,1,13463.799999999999,571.4200,BLISTER,R,COMPRIMIDO,COMPRIMIDO,MG,CONCENTRACION,1.0,
2959,2.00,MONITOR LED,,,,67196,,717126,,,0,22,2129|1|1,-----,22,PALDIR S A,213043330015,1,9028,3700.0000,-----,R,UNIDAD,-----,PLG,TAMAÑO,1.0,"Monitor Viewsonic VA2261-2 Negro - Pantalla Panorámica 22"" (21.5"" visible) 1920 x 1080 Full HD (1080p) LCD con retroiluminación LED - TN - Brillo 200 cd/m² - Contraste 600:1 - Tiempo de respuesta 5 ms - DVI-D, VGA (MT861VWS14)Marca : Entrega : Viewsonic Garantia : 36 Meses En el momento disponible (Stock Limitado), de lo contrario 30 Días"
2960,4.00,SECUKINUMAB,,COSENTYX,SCIENZA URUGUAY,74926,,728552,259133,1386,0,527,14929|347|1,-----,150,MURRY S A,214843360014,1,56100,12500.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (SC),MG,CONCENTRACION,1.0,
2961,1.00,EXUDADO,,,,26562,,729048,,,0,22,23417|1|1,-----,VAGINAL,BURJEL ALVAREZ LAURA ESTER,120185850015,1,2761,2510.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
2962,1.00,TIMBRE PROFESIONAL,,,,10233,,729048,,,0,22,1|1|1,-----,-----,BURJEL ALVAREZ LAURA ESTER,120185850015,4,95,95.0000,-----,R,UNIDAD,-----,-----,-----,2.0,
2963,1.00,TIMBRE PROFESIONAL,,,,10233,,729048,,,0,22,1|1|1,-----,-----,S BIDEGAIN S A,210964560011,4,95,95.0000,-----,R,UNIDAD,-----,-----,-----,3.0,
2964,1.00,OSMOLARIDAD EN ORINA,,,,33162,,729048,,,0,22,23460|1|1,-----,CONSULTORIO COORDINADO ,S BIDEGAIN S A,210964560011,3,795.29999999999995,723.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,4.0,
2965,1.00,TIMBRE PROFESIONAL,,,,10233,,729048,,,0,22,1|1|1,-----,-----,SIEMBRASUR S A,213258960013,4,95,95.0000,-----,R,UNIDAD,-----,-----,-----,5.0,
2966,1.00,DOSIFICACION DE ANTICUERPOS ANTI- RECEPTOR DE ACETILCOLINA,,,,26759,,729048,,,0,22,23460|1|1,-----,CONSULTORIO COORDINADO ,SIEMBRASUR S A,213258960013,2,8186.8299999999999,7442.5700,-----,R,UNIDAD,-----,-----,MODALIDAD,6.0,
2967,1.00,SERVICIO DE AMBULANCIA ESPECIALIZADA FUERA DE LA CIUDAD,,,,31290,,729083,,,0,22,23464|1|1,-----,HOSPITAL URGENTE,UNREY S.A.,100095640017,1,73304,66640.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
2968,2.00,PEMBROLIZUMAB ( INYECTABLE),,KEYTRUDA,CIBELES,75247,,728551,258387,1330,0,527,9929|343|1,-----,100,COMPAÑIA CIBELES S A,210567970019,1,334356,149000.0000,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
2969,1.00,ARRENDAMIENTO DE CONTENEDOR,,,,6310,,729099,,,0,22,1|1|1,-----,-----,CALIRAL SOCIEDAD ANONIMA,215365570010,1,8296,6800.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
2970,400.00,PIRFENIDONA (COMPRIMIDOS),,FIBRIDONER 200 MG,CUFRE,72422,,728547,258198,967,0,243,14963|172|14963,200,200,BIOTOSCANA URUGUAY S.A.,211231950010,1,74052,165.0000,BLISTER,R,COMPRIMIDO (CM),COMPRIMIDO,MG,CONCENTRACION,1.0,
2971,400.00,FOTOCOPIA COMUN,,,,7888,,729096,,,0,22,14930|1|1,-----,A4,SUCESORES DE HORACIO FAVA S R L,211044300016,1,1854.4000000000001,3.8000,-----,R,UNIDAD,-----,-----,FORMATO,1.0,
2972,4.00,FOTOCOPIA LASER MONOCROMATICA,,,,8594,,729096,,,0,22,19347|1|1,-----,A3,SUCESORES DE HORACIO FAVA S R L,211044300016,2,390.39999999999998,80.0000,-----,R,UNIDAD,-----,-----,FORMATO,2.0,
2973,1000.00,MEZCLA PARA EXTRACCION PARA ANALISIS DE RESIDUOS DE PLAGUICIDAS,,,,76682,,729101,,,0,22,1|1|1,-----,-----,ELECO S A,211110890017,1,260494.39999999999,213.5200,-----,R,UNIDAD,-----,-----,-----,1.0,
2974,400.00,PIRFENIDONA (COMPRIMIDOS),,FIBRIDONER 200 MG,CUFRE,72422,,728543,258198,967,0,243,14963|172|14963,200,200,BIOTOSCANA URUGUAY S.A.,211231950010,1,74052,165.0000,BLISTER,R,COMPRIMIDO (CM),COMPRIMIDO,MG,CONCENTRACION,1.0,
2975,120.00,ACETATO DE ABIRATERONA (COMPRIMIDOS),,KESTAVA,GRAMON BAGO,70015,,728540,257250,102,0,243,14972|318|11929,120,250,GRAMON BAGO DE URUGUAY S A,210140630015,1,7293.4499999999998,54.1700,ENVASE,R,COMPRIMIDO (CM),COMPRIMIDO (CM),MG,CONCENTRACION,1.0,
2976,120.00,ENZALUTAMIDA (COMPRIMIDOS),,XTANDI,NOLVER S.A.,73095,,728845,254073,820,0,243,3929|388|11929,120,40,NOLVER S A,211455890011,1,113804.46000000001,845.2500,ENVASE,R,COMPRIMIDO (CM),COMPRIMIDO (CP),MG,CONCENTRACION,1.0,
2977,2.00,REACTIVO PARA DETECCION DE BACTERIAS GRAM NEGATIVAS PRODUCTORAS DE CARBAPENEMASA-TEST RAPIDO,,,,74445,,725351,,,0,22,100191|1|1,-----,KPC-OXA48-NDM,BIOKEY S.A,211224230016,1,28828.799999999999,13104.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
2978,1.00,"BATERIA DE 12V (LIQUIDO, LIBRE DE MANTENIMIENTO)",,,,74920,,729039,,,0,22,7429|1|1,-----,75,FORTI NEUMATICOS LIMITADA,070132480019,8,5350.0100000000002,4385.2500,-----,R,UNIDAD,-----,A X H,AMPERE X HORA,1.0,
2979,1.00,RADIADOR DE AGUA DE MOTOR,,-----,CHEVROLET,5283,,729039,29798,14,0,22,17047|1|1,-----,AUTOMOVIL,ITALUR S A,210233090010,3,2206.3099999999999,1808.4500,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,2.0,
2980,2.00,RODAMIENTO DE TREN DELANTERO,,----,MITSUBISHI,28141,,729039,249585,4,0,22,21513|1|1,-----,CAMIONETA,ITALUR S A,210233090010,4,767.91999999999996,314.7200,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,3.0,
2981,4.00,PERNO DE AMORTIGUADOR,,-----,-----,27577,,729039,235002,842,0,22,21518|1|1,-----,TRANSPORTE MILITAR,ITALUR S A,210233090010,5,1919.99,393.4400,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,4.0,
2982,2.00,AMORTIGUADOR DELANTERO PARA EQUIPO DE TRANSPORTE,,-----,CHEVROLET,23251,,729039,247679,14,0,22,17047|1|1,-----,AUTOMOVIL,ITALUR S A,210233090010,6,2444.4899999999998,1001.8400,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,5.0,
2983,1.00,RODAMIENTO DE TREN DELANTERO,,----,MITSUBISHI,28141,,729039,249585,4,0,22,21513|1|1,-----,CAMIONETA,DIMER S A,210309010012,4,1040,852.4600,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,6.0,
2984,1.00,TENSOR DE CORREA DE BALANCEADOR,,-----,MITSUBISHI,26725,,729039,226156,4,0,22,21513|1|1,-----,CAMIONETA,DIMER S A,210309010012,7,1620,1327.8700,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,7.0,
2985,5.00,CORREA DE ALTERNADOR,,-----,GWM,6259,,729039,243508,1108,0,22,21513|1|1,-----,CAMIONETA,CADOMYR S A,214959180012,2,2259,370.3278,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,8.0,
2986,1.00,REGULADOR DE VOLTAJE EXTERNO,,-----,VOEST ALPINE,12995,,729039,48649,682,0,22,21520|1|1,-----,OTROS,CHILELLI CARRIO CHRISTIAN MARTIN,216309160013,1,5199.6400000000003,4262.0000,-----,R,UNIDAD,-----,-----,TIPO DE VEHICULO,9.0,
2987,1.00,ACONDICIONAMIENTO DE LOCAL,,,,10438,,723014,,,1,22,84095|1|1,-----,CENTRO DE COMPUTO,TTY SOCIEDAD ANONIMA,217556810012,1,11559.5,9475.0000,-----,R,UNIDAD,-----,-----,PARA,1.0,Acondicionamiento en centro de monitoreo de J.P. Rivera
2988,3.00,BEVACIZUMAB (INYECTABLE),,AVASTIN 100 MG,ROCHE,27666,,728847,231038,746,0,527,9929|343|1,-----,100,ROCHE INTERNATIONAL LTD,210101830017,1,33777.440000000002,10034.8900,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,1.0,
2989,1.00,BEVACIZUMAB (INYECTABLE),,AVASTIN 400 MG,ROCHE,27666,,728847,231039,746,0,527,14979|343|1,-----,400,ROCHE INTERNATIONAL LTD,210101830017,2,41489.190000000002,36977.8900,AMPOLLAS,R,AMPOLLA,INYECTABLE (IV),MG,CONCENTRACION,2.0,
2990,1.00,PASAJE MARITIMO FUERA DEL PAIS,,,,829,,729106,,,1,22,76496|1|1,-----,MISIONES,CALDIMOR S A,216183140019,1,175,175.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
2991,15.00,PASAJE EN OMNIBUS DENTRO DEL PAIS,,,,772,,729109,,,0,22,1|1|1,-----,-----,TURIL S.A.,140026100016,1,17022,1031.6364,-----,R,UNIDAD,-----,KM,DISTANCIA,1.0,
2992,1.00,SERVICIO DE AMBULANCIA ESPECIALIZADA FUERA DE LA CIUDAD,,,,31290,,729104,,,0,22,23464|1|1,-----,HOSPITAL URGENTE,COLECTIVO MEDICO ROCHENSE I.A.M.P.P.,150112370015,1,16051.200000000001,14592.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
2993,120.00,ETIQUETA AUTOADHESIVA,,,,3714,,724741,,,0,20,1|1|1,-----,-----,NALFER S.A.,216549380018,1,128832,880.0000,-----,R,ROLLO,-----,MM,LARGO x ANCHO,1.0,Etiquetas Brother DK-1202 Etiquetas de papel blanco para envíos de 62 mm x 100 mm 300 etiquetas
2994,1.00,CIRUGIA ENDOSCOPICA UROLOGICA,,,,58052,,729110,,,0,22,23460|1|1,-----,CONSULTORIO COORDINADO ,COLECTIVO MEDICO ROCHENSE I.A.M.P.P.,150112370015,1,19767,17970.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
2995,4.00,PASAJE EN OMNIBUS DENTRO DEL PAIS,,,,772,,729100,,,0,22,35303|1|1,-----,40 - 150,COMPAÑIA ORIENTAL DE TRANSPORTE SOCIEDAD ANONIMA,210193770016,1,47999.599999999999,10909.0000,-----,R,UNIDAD,-----,KM,DISTANCIA,1.0,
2996,1.00,LIBRO,,,,9924,,729112,,,0,22,54334|1|1,-----,FORMATO IMPRESO,AMALIO M FERNANDEZ S R L,212029060016,1,2700,2700.0000,-----,R,UNIDAD,-----,-----,TIPO,1.0,
2997,34.00,ETIQUETA AUTOADHESIVA,,,,3714,,722688,,,0,22,21418|144|14967,1000,100 X 80,NALFER S.A.,216549380018,1,24473.200000000001,590.0000,ROLLO,R,UNIDAD,UNIDAD,MM,LARGO x ANCHO,1.0,ilustración	100	x 80	 1.500    x rollo
2998,6.00,COLILLA DE BRONCE,,,,508,,729074,,,0,22,1929|1|1,-----,20,CASTELMAR S R L,210484420011,1,713.63,97.4900,-----,R,UNIDAD,-----,CM,LONGITUD,1.0,
2999,2.00,MASILLA,,,,462,,729074,,,0,11,1|1|1,-----,-----,CASTELMAR S R L,210484420011,2,136.63999999999999,56.0000,-----,R,KG,-----,-----,-----,2.0,
3000,6.00,DESAGUE PLUVIAL DE EPDM,,,,71456,,729074,,,0,22,78233|1|1,-----,EMBUDO,CASTELMAR S R L,210484420011,3,1165.78,159.2600,-----,R,UNIDAD,-----,-----,TIPO,3.0,
3001,6.00,BRAZO DE DUCHA,,,,491,,729074,,,0,22,14981|1|1,-----,1/2,CASTELMAR S R L,210484420011,4,3345.3899999999999,457.0200,-----,R,UNIDAD,-----,PLG,DIAMETRO,4.0,
3002,6.00,CANILLA PARA LAVATORIO,,,,15259,,729074,,,0,22,14981|1|1,-----,1/2,CASTELMAR S R L,210484420011,5,4311.7700000000004,589.0400,-----,R,UNIDAD,-----,PLG,DIAMETRO,5.0,
3003,8.00,CODO DE PVC DE 87 MACHO-HEMBRA,,,,61651,,729074,,,0,22,6229|1|1,-----,63,CASTELMAR S R L,210484420011,6,374.49000000000001,38.3700,-----,R,UNIDAD,-----,MM,DIAMETRO,6.0,
3004,1.00,SELLADOR PARA LACA,,,,33981,,729074,,,0,12,1|1|1,-----,-----,CASTELMAR S R L,210484420011,7,151.52000000000001,124.2000,-----,R,L,-----,-----,-----,7.0,
3005,8.00,CODO DE PVC DE 45 MACHO-HEMBRA,,,,9784,,729074,,,0,22,3929|1|1,-----,40,CASTELMAR S R L,210484420011,8,306.94999999999999,31.4500,-----,R,UNIDAD,-----,MM,DIAMETRO,8.0,
3006,30.00,DISCO DE CORTE DE WIDIA,,,,36224,,729074,,,0,22,378|1|1,-----,4,CASTELMAR S R L,210484420011,9,1332.24,36.4000,-----,R,UNIDAD,-----,PLG,DIAMETRO,9.0,
3007,2.00,ACIDO CLORHIDRICO,,,,1456,,729074,,,0,12,15070|1|1,-----,COMERCIAL,CASTELMAR S R L,210484420011,10,128.83000000000001,52.8000,-----,R,L,-----,-----,CALIDAD,10.0,
3008,12.00,TORNILLO PARA MADERA CABEZA PLANA,,,,13945,,729074,,,0,11,15498|1|1,-----,6 x 20,CASTELMAR S R L,210484420011,11,727.61000000000001,49.7000,-----,R,KG,-----,N/MM,NUMERO/LONGITUD,11.0,
3009,10.00,DISCO DE CORTE PARA MADERA,,,,66398,,729074,,,0,22,1136|1|1,-----,12,CASTELMAR S R L,210484420011,12,1007.72,82.6000,-----,R,UNIDAD,-----,PLG,DIAMETRO,12.0,
3010,8.00,CONO DE GOMA,,,,3787,,729074,,,0,22,3429|1|1,-----,35,CASTELMAR S R L,210484420011,13,655.87,67.2000,-----,R,UNIDAD,-----,MM,DIAMETRO,13.0,
3011,1.00,MONTAJE DE EXPOSICION,,,,11668,,729113,,,0,22,1|1|1,-----,-----,INFANZON ROSAS NICOLAS ISAAC,214057950019,1,390400,320000.0000,-----,R,UNIDAD,-----,-----,-----,1.0,
3012,1.00,SERVICIO DE AMBULANCIA ESPECIALIZADA FUERA DE LA CIUDAD,,,,31290,,729115,,,0,22,23464|1|1,-----,HOSPITAL URGENTE,EL S.E.R. S.R.L.,150150420016,1,74800,68000.0000,-----,R,UNIDAD,-----,-----,MODALIDAD,1.0,
3013,10.00,PINTURA PARA PISO,GRIS,,,32916,17,723219,,,0,12,1|1|1,-----,-----,FERRETERIA SANTO S.R.L.,210830220011,14,2485.1399999999999,203.7000,-----,R,L,-----,-----,TIPO,1.0,pint p/piso inca color grafito en envase de 4 litros
3014,7.00,PINCEL,,,,479,,723219,,,0,22,182|1|1,-----,2,FERRETERIA SANTO S.R.L.,210830220011,15,293.77999999999997,34.4000,-----,R,UNIDAD,-----,PLG,ANCHO,2.0,marca roma
3015,6.00,RODILLO DE LANA NATURAL,,,,547,,723219,,,0,22,2129|1|1,-----,22,FERRETERIA SANTO S.R.L.,210830220011,17,848.38999999999999,115.9000,-----,R,UNIDAD,-----,CM,LONGITUD,3.0,22 cm pentrilo
3016,90.00,PLACA DE YESO,,,,15887,,723219,,,0,22,91373|1|1,-----,2.4 X 1.2 X 10,FERRETERIA SANTO S.R.L.,210830220011,20,25100.279999999999,228.6000,-----,R,UNIDAD,-----,M X M X MM,LARGO x ANCHO x ESPESOR,4.0,2.40 x 1.20 x 9.5
3017,3.00,PINCEL,,,,479,,723219,,,0,22,14984|1|1,-----,1 1/2,FERRETERIA SANTO S.R.L.,210830220011,16,93.700000000000003,25.6000,-----,R,UNIDAD,-----,PLG,ANCHO,5.0,marca roma
3018,4.00,CINTA DE FIBRA DE VIDRIO (MALLA),,,,72404,,723219,,,0,20,473|12|8929,90,5,FERRETERIA SANTO S.R.L.,210830220011,36,358.68000000000001,73.5000,ROLLO,R,ROLLO,M,CM,ANCHO,6.0,cinta para yeso fibra 90 mts x 4.5 ancho
3019,500.00,TORNILLO PARA MADERA CABEZA PLANA,,,,13945,,723219,,,0,22,16108|1|1,-----,21 x 50,FERRETERIA SANTO S.R.L.,210830220011,44,342.20999999999998,0.5610,-----,R,UNIDAD,-----,N/MM,NUMERO/LONGITUD,7.0,torn p/ madera 21 x 50 mm en caja de 100 unidades
3020,10.00,SELLADOR/ADHESIVO BASE SILICONA NEUTRA,,,,14547,,723219,,,0,22,1|183|14964,300,-----,FERRETERIA SANTO S.R.L.,210830220011,7,1285.8800000000001,105.4000,POMOS,R,UNIDAD,CC,-----,-----,8.0,silicona pensylvania neutra comun
3021,2000.00,TORNILLO PARA FIJACION DE PLACAS DE YESO,,,,28551,,723219,,,0,22,24622|1|1,-----,T1,FERRETERIA SANTO S.R.L.,210830220011,5,790.55999999999995,0.3240,-----,R,UNIDAD,-----,-----,TIPO,9.0,punta aguja
3022,3000.00,TORNILLO PARA FIJACION DE PLACAS DE YESO,,,,28551,,723219,,,0,22,24623|1|1,-----,T2,FERRETERIA SANTO S.R.L.,210830220011,6,790.55999999999995,0.2160,-----,R,UNIDAD,-----,-----,TIPO,10.0,punta aguja
3023,2.00,LIJA DE BANDA DE 80MM,,,,33960,,723219,,,0,14,7929|1|1,-----,80,FERRETERIA SANTO S.R.L.,210830220011,30,82.230000000000004,33.7000,-----,R,M,-----,-----,NUMERO,11.0,lija de banda norton grano 80 12 cm x metro
3024,80.00,CERAMICA PARA PARED,BLANCO,,,10103,8,723219,,,0,15,100111|1|1,-----,32 X 60,CERAMICAS CASTRO S A,212040370018,10,17120.990000000002,175.4200,-----,R,M2,-----,CM X CM,LARGO X ANCHO,12.0,lija de banda norton grano 80 12 cm x metro
3025,7.00,LADRILLO DE VIDRIO,,,,11617,,723219,,,0,22,1|1|1,-----,-----,CERAMICAS CASTRO S A,212040370018,41,764.33000000000004,89.5000,-----,R,UNIDAD,-----,-----,-----,13.0,lija de banda norton grano 80 12 cm x metro
3026,2.00,ESPATULA DE ACERO,,,,254,,723219,,,0,22,14929|1|1,-----,150,SCALABRINI DE MAINE JORGE DANIEL,212319150018,18,744.20000000000005,305.0000,-----,R,UNIDAD,-----,MM,ANCHO,14.0,lija de banda norton grano 80 12 cm x metro
3027,15.00,LIJA PARA LIJADORA ORBITAL,,,,75097,,723219,,,0,22,9929|1|1,-----,100,SCALABRINI DE MAINE JORGE DANIEL,212319150018,48,768.60000000000002,42.0000,-----,R,UNIDAD,-----,-----,GRANO,15.0,lija de banda norton grano 80 12 cm x metro
3028,15.00,LIJA PARA LIJADORA ORBITAL,,,,75097,,723219,,,0,22,9929|1|1,-----,100,SCALABRINI DE MAINE JORGE DANIEL,212319150018,49,768.60000000000002,42.0000,-----,R,UNIDAD,-----,-----,GRANO,16.0,lija de banda norton grano 80 12 cm x metro
3029,2.00,ESPATULA DE ACERO,,,,254,,723219,,,0,22,9929|1|1,-----,100,SCALABRINI DE MAINE JORGE DANIEL,212319150018,19,141.52000000000001,58.0000,-----,R,UNIDAD,-----,MM,ANCHO,17.0,lija de banda norton grano 80 12 cm x metro
3030,3.00,REJILLA RECTANGULAR PARA VENTILACION DE PVC,,,,70516,,723219,,,0,22,14999|1|1,-----,10 x 10,SUPRASUR S A,212901280018,23,73.049999999999997,19.9600,-----,R,UNIDAD,-----,CM,LARGO x ANCHO,18.0,lija de banda norton grano 80 12 cm x metro
3031,3.00,SIFON DE PVC PARA LAVATORIO O BIDET,,,,864,,723219,,,0,22,3929|1|1,-----,40,SUPRASUR S A,212901280018,37,512.79999999999995,140.1100,-----,R,UNIDAD,-----,MM,DIAMETRO,19.0,lija de banda norton grano 80 12 cm x metro
3032,4.00,CAÑO DE TERMOFUSION,VERDE,,,12906,33,723219,,,0,22,1233|1|1,-----,13,SUPRASUR S A,212901280018,38,536.89999999999998,110.0200,-----,R,UNIDAD,-----,MM,DIAMETRO,20.0,lija de banda norton grano 80 12 cm x metro
3033,2.00,EXTRACTOR DE AIRE,,,,2550,,723219,,,0,22,943|1|1,-----,10,SUPRASUR S A,212901280018,42,4211.4200000000001,1725.9900,-----,R,UNIDAD,-----,CM,DIAMETRO,21.0,lija de banda norton grano 80 12 cm x metro
3034,100.00,CONTRAMARCO DE MADERA,,,,10125,,723219,,,0,14,14984|1|1,-----,1 1/2,ANTRIX S.A.,213821850010,27,3172,26.0000,-----,R,M,-----,PLG,ANCHO,22.0,lija de banda norton grano 80 12 cm x metro
3035,675.00,CEMENTO ADHESIVO PARA CERAMICA,,,,11513,,723219,,,0,11,1|11|2429,25,-----,DAMARA SOCIEDAD ANONIMA,214984260016,11,4364.5500000000002,5.3000,BOLSA,R,KG,KG,-----,-----,23.0,lija de banda norton grano 80 12 cm x metro
3036,12.00,PASTINA PARA JUNTAS CERAMICAS Y AZULEJOS,BLANCO,,,35400,8,723219,,,0,11,1|1|1,-----,-----,DAMARA SOCIEDAD ANONIMA,214984260016,12,419.88,28.6800,-----,R,KG,-----,-----,-----,24.0,lija de banda norton grano 80 12 cm x metro
